question,answer,context,id,task,direction,size
"how many singles from ""dosage"" appeared on the modern rock tracks charts?",3,csv/202-csv/240.csv,nt-2192,,,
did austria or russia rank higher?,Russia,csv/204-csv/835.csv,nt-2193,,,
give the number of representatives listed in the table.,448,csv/203-csv/409.csv,nt-2194,,,
who is the first opposition in rank 27?,Offaly,csv/204-csv/525.csv,nt-2195,,,
how many people live in the built up area of zhengzhou?,"4,867,388",csv/203-csv/363.csv,nt-2196,,,
who was named first team all american as the top goalkeeper in 1988?,Tony Meola,csv/203-csv/682.csv,nt-2197,,,
which town has the most people in their 2011 population?,Kindersley,csv/204-csv/43.csv,nt-2198,,,
how many different poll companies are listed?,5,csv/204-csv/639.csv,nt-2199,,,
did the team larissa or the team panathinaikos score more total points?,Panathinaikos,csv/203-csv/350.csv,nt-2200,,,
how many people where in the match between psycho clown and supercrazy?,6,csv/204-csv/212.csv,nt-2201,,,
"compare the chart positions between the us and the uk for the science of selling yourself short, where did it do better?",US,csv/203-csv/661.csv,nt-2202,,,
"other director from the same state as john t. stout, jr.",David W. Brownback,csv/204-csv/325.csv,nt-2203,,,
what was their total number of wins at home?,6,csv/204-csv/207.csv,nt-2204,,,
who is the last partner listed?,Danie Visser,csv/203-csv/848.csv,nt-2205,,,
is the order # of top 6 greater than that of top 8?,Yes,csv/204-csv/51.csv,nt-2206,,,
"besides the 12th of march, what other time was the final score of 0-9 reached in 2005?",13 February 2005,csv/203-csv/842.csv,nt-2207,,,
when was the recording of nabucco made in the metropolitan opera?,2002,csv/202-csv/32.csv,nt-2208,,,
what team has the most winners?,South Africa,csv/204-csv/409.csv,nt-2209,,,
what was the only title she was featured in in 2007?,Loose Women,csv/203-csv/224.csv,nt-2210,,,
which award has he been nominated most for?,Teen Choice Awards,csv/203-csv/643.csv,nt-2211,,,
what country had the least arrivals per 1000 inhabitants in 2007(estimated)?,Brazil,csv/203-csv/54.csv,nt-2212,,,
"what is the lowest grossing film listed before march 3, 2002?",Queen of the Damned,csv/203-csv/762.csv,nt-2213,,,
which year is the year with the most titles?,1974,csv/201-csv/39.csv,nt-2214,,,
name the only relay with a bbcb over 55?,Ireshopeburn,csv/204-csv/270.csv,nt-2215,,,
"of those teams with kit manufactured by nike, which has a stadium with the most capacity?",YoungHeart Manawatu,csv/204-csv/567.csv,nt-2216,,,
how many games were won in 1959?,5 games,csv/203-csv/828.csv,nt-2217,,,
"how many causes were responsible for more than 50,000 confirmed deaths?",5,csv/203-csv/234.csv,nt-2218,,,
who is the tallest delegate?,Wendy Karina Albizures del Cid,csv/204-csv/20.csv,nt-2219,,,
how many compilation albums were released after 2000?,4,csv/204-csv/471.csv,nt-2220,,,
which year(s) saw the greatest average audience share?,1997-1998,csv/202-csv/135.csv,nt-2221,,,
how many riders scored at least 20 points?,2,csv/204-csv/535.csv,nt-2222,,,
how many additional total goals did italy score compared to the republic of ireland in the 1994 fifa world cup match?,2,csv/202-csv/281.csv,nt-2223,,,
"don january won the tucson open invitational twice, in 1960 and which year?",1963,csv/204-csv/621.csv,nt-2224,,,
how many competitions were not for the fifa world cup?,7,csv/203-csv/384.csv,nt-2225,,,
number of goals scored in los angeles,6,csv/203-csv/614.csv,nt-2226,,,
how many winners were there from 1998 to 2012?,13,csv/204-csv/935.csv,nt-2227,,,
what was the total number of districts within the state of godara?,7,csv/203-csv/713.csv,nt-2228,,,
what team came out on top?,Switzerland,csv/204-csv/397.csv,nt-2229,,,
who did manchester tie with before they tied bradford city?,Lincoln City|Nottingham Forest,csv/204-csv/516.csv,nt-2230,,,
what is the number of kingdoms that have more than 300 villages?,3,csv/203-csv/713.csv,nt-2231,,,
mark walsh's average is above/below 93?,Below,csv/203-csv/460.csv,nt-2232,,,
"which year had more deaths, 1998 or 2006?",2006,csv/204-csv/141.csv,nt-2233,,,
which has the least number or academic staff?,Dartmouth College,csv/203-csv/592.csv,nt-2234,,,
what country ranks before china?,Uzbekistan,csv/204-csv/174.csv,nt-2235,,,
ravi sandrian and s. raj were both winners from what country?,Malaysia,csv/204-csv/764.csv,nt-2236,,,
how many parishes had fr frank thorpe as their parish priest?,2,csv/203-csv/36.csv,nt-2237,,,
which date had the most attendance?,July 25,csv/203-csv/673.csv,nt-2238,,,
which female athlete has been the flag bearer for georgia in the olympics twice?,Sofia Akhmeteli,csv/204-csv/266.csv,nt-2239,,,
how many times did a can-i-bus album reach the top 10 on the us charts?,1,csv/203-csv/137.csv,nt-2240,,,
what are the total number of wins for tom boonen overall?,4,csv/204-csv/4.csv,nt-2241,,,
who earned the same revenue as hon hai precision industry?,Ford Motor Company,csv/203-csv/83.csv,nt-2242,,,
is 08-0av heavier than 08-0lx?,no,csv/204-csv/131.csv,nt-2243,,,
in what year did he have the most international goals?,1981,csv/203-csv/793.csv,nt-2244,,,
"between the topped ranked airport, netherlands - amsterdam, & spain - palma de mallorca, what is the difference in the amount of passengers handled?","77,631",csv/203-csv/340.csv,nt-2245,,,
against which opponent were there the most people in attendance?,Detroit Lions,csv/203-csv/478.csv,nt-2246,,,
where any women faster than any men?,no,csv/204-csv/286.csv,nt-2247,,,
how many coaches served less seasons than bill manlove?,5,csv/203-csv/814.csv,nt-2248,,,
how many games were played in total?,19,csv/204-csv/418.csv,nt-2249,,,
name a venue that hosted at least five times.,Manny Ramjohn Stadium,csv/204-csv/894.csv,nt-2250,,,
the only player that started his career in 1965,Eddie Giacomin,csv/203-csv/754.csv,nt-2251,,,
which country won the second-highest number of silver medals?,South Africa,csv/203-csv/206.csv,nt-2252,,,
which country scored the least medals?,Peru|Paraguay,csv/204-csv/232.csv,nt-2253,,,
what is the difference in years between constiuency 1 and 2?,4 years,csv/203-csv/447.csv,nt-2254,,,
on which date did the bombers score the least points?,Sept 11,csv/204-csv/227.csv,nt-2255,,,
when was their last loss?,"November 15, 1959",csv/203-csv/790.csv,nt-2256,,,
which race occurred before the sfp 250?,Kroger 250,csv/204-csv/508.csv,nt-2257,,,
how many more medals did italy win than the soviet union?,2,csv/203-csv/496.csv,nt-2258,,,
who was the slowest driver to finish the race?,Robert Kubica,csv/204-csv/743.csv,nt-2259,,,
what was the number of visitors in 2009 at hiidenportti?,"12,000",csv/204-csv/143.csv,nt-2260,,,
what was the number of the enrollment in 1967?,"20,576",csv/204-csv/442.csv,nt-2261,,,
how many countries did not win any gold medals?,7,csv/204-csv/761.csv,nt-2262,,,
what was the average chart position of their singles in the uk?,60.5,csv/203-csv/661.csv,nt-2263,,,
which aircraft has the top number of aircraft in service?,Avro Anson,csv/204-csv/161.csv,nt-2264,,,
how many movements (up or down) did the team experience?,10,csv/202-csv/160.csv,nt-2265,,,
what is the only conference school located in kentucky?,Union College,csv/203-csv/135.csv,nt-2266,,,
which conference had their last year as 2011?,ACM Symposium on Principles of Distributed Computing,csv/204-csv/916.csv,nt-2267,,,
which mayor was elected immediately after michel deuzet?,Patrice Martin,csv/201-csv/1.csv,nt-2268,,,
how many times was the conference not held in the us?,9,csv/204-csv/15.csv,nt-2269,,,
how many total elected seats in 1991?,83,csv/203-csv/558.csv,nt-2270,,,
how many more games were released in 2005 than 2003?,1,csv/203-csv/583.csv,nt-2271,,,
who is the last player listed?,"Lennart ""Skinnet"" Wigren",csv/203-csv/692.csv,nt-2272,,,
total number of performers other than o.credle:,6,csv/203-csv/228.csv,nt-2273,,,
how many consecutive years was the result 4th place?,2,csv/203-csv/462.csv,nt-2274,,,
how many countries are listed?,7,csv/204-csv/122.csv,nt-2275,,,
did each player who had 6 caps score over 3 goals?,No,csv/203-csv/753.csv,nt-2276,,,
how many total languages were there?,3,csv/204-csv/546.csv,nt-2277,,,
which team that drafted players in round four had the longest name?,Winnipeg Blue Bombers,csv/203-csv/676.csv,nt-2278,,,
how many seasons did internacional de madrid cf play in the preferente division?,6,csv/203-csv/783.csv,nt-2279,,,
what was the total number of matches?,17,csv/203-csv/470.csv,nt-2280,,,
how many total titles were published by walker?,5,csv/203-csv/788.csv,nt-2281,,,
what was the total number of winning drivers for italy?,2,csv/204-csv/63.csv,nt-2282,,,
in what program was daniels in after planet sheen?,The Newsroom,csv/201-csv/42.csv,nt-2283,,,
were the new jersey devils in last place according to the chart?,No,csv/203-csv/31.csv,nt-2284,,,
who was the pilot of the mit monarch b?,Frank Scarabino,csv/203-csv/688.csv,nt-2285,,,
find the 9th position swara. what is its short name?,Dha,csv/203-csv/352.csv,nt-2286,,,
which teams at most have 4 players?,Cincinnati Royals|Minneapolis Lakers|Syracuse Nationals|New York Knicks|Boston Celtics,csv/204-csv/93.csv,nt-2287,,,
how many cyclists finished in under 44 seconds?,2,csv/204-csv/204.csv,nt-2288,,,
"what was the date of the only match to occur in sapporo, japan?","September 5, 2001",csv/203-csv/565.csv,nt-2289,,,
what ethnicity is at the top?,Ossetians,csv/204-csv/257.csv,nt-2290,,,
what was the least number of points scored in a win?,22,csv/203-csv/383.csv,nt-2291,,,
which country laughed the first ship in 1878?,United States,csv/203-csv/235.csv,nt-2292,,,
how long is the size (m) of algeria?,6.1 x 6.1,csv/204-csv/277.csv,nt-2293,,,
who came in immediately after nicky hayden?,Shinya Nakano,csv/203-csv/166.csv,nt-2294,,,
what is the enrollment number of misericordia university?,"2,830",csv/203-csv/518.csv,nt-2295,,,
teams where the number of games played was the same as number of games won.,Australia|Germany|Italy|Kazakhstan|Netherlands|Russia|Samoa|South Africa|Sweden,csv/203-csv/506.csv,nt-2296,,,
what is the first place listed in this chart?,Phoenix,csv/203-csv/554.csv,nt-2297,,,
all of these landmarks have at least how many stories?,3,csv/204-csv/829.csv,nt-2298,,,
which three countries were consecutive in time after third place?,U.S. Virgin Islands|Canada|Costa Rica,csv/204-csv/41.csv,nt-2299,,,
how many consecutive losses did texas tech experience from september 11th to october 9th?,5,csv/204-csv/197.csv,nt-2300,,,
what are the total number of destinations in woodmont?,3,csv/204-csv/888.csv,nt-2301,,,
how many ranks do not have notes?,9,csv/204-csv/893.csv,nt-2302,,,
how many were in 2003?,2,csv/204-csv/52.csv,nt-2303,,,
what was the largest gf in team history in the arab nations cup?,20,csv/202-csv/197.csv,nt-2304,,,
which country is listed the most under the opposing team column?,West Indies,csv/204-csv/329.csv,nt-2305,,,
how many parts had a release date in 2003?,3,csv/203-csv/679.csv,nt-2306,,,
what it the total number of countries in the first stage of the 2008 afc asian cup?,4,csv/204-csv/930.csv,nt-2307,,,
which is the only station with 8 affiliates?,TV MÁS,csv/204-csv/796.csv,nt-2308,,,
what is the first gov on the list?,VC,csv/204-csv/218.csv,nt-2309,,,
who is the only person with a retired jersey from the minnesota timberwolves?,Malik Sealy,csv/203-csv/348.csv,nt-2310,,,
what is the number of runner ups in the chart?,10,csv/204-csv/127.csv,nt-2311,,,
what was the number of singles from the hold your fire album?,3,csv/203-csv/723.csv,nt-2312,,,
which nation came in last in the 2007 worlds qualification tournament?,United States,csv/203-csv/586.csv,nt-2313,,,
how long was the round for season 2010,Round of 32,csv/204-csv/179.csv,nt-2314,,,
"other than the assassination of heydrich, what artwork was created for the ministry of information?",Production of Tanks,csv/204-csv/106.csv,nt-2315,,,
how many albums made the charts in 1998?,2,csv/204-csv/193.csv,nt-2316,,,
how many plants are in algeria?,6,csv/204-csv/789.csv,nt-2317,,,
what show/film were both the 2011 filmfare awards and the 2011 screen awards on?,Golmaal 3,csv/203-csv/757.csv,nt-2318,,,
"the single ""birds vs.worms"" or ""broke"" was released first?",Broke,csv/203-csv/123.csv,nt-2319,,,
for how many consecutive years did oulu airport see an increase in total passengers?,3,csv/203-csv/396.csv,nt-2320,,,
the country with the most riders was,Italy,csv/204-csv/352.csv,nt-2321,,,
how many games had less than 5 total goals scored?,40,csv/204-csv/802.csv,nt-2322,,,
which city is shown first on the table?,Kingston,csv/203-csv/524.csv,nt-2323,,,
who was the first winner of miss nepal?,Neelima Gurung,csv/204-csv/172.csv,nt-2324,,,
what was the total number of delegates?,30,csv/203-csv/791.csv,nt-2325,,,
"which album was released after ""raw""?",Eponymous 1981-1983 ¢,csv/203-csv/686.csv,nt-2326,,,
what is the number of operational vehicles listed?,12,csv/203-csv/717.csv,nt-2327,,,
what is the number of the states in the holy roman empire that begin with the letter u?,12,csv/203-csv/190.csv,nt-2328,,,
what was the average of the totals of nicky english and mark corrigan?,17,csv/204-csv/952.csv,nt-2329,,,
what is the number of sheriff's with the last name smith?,5,csv/203-csv/321.csv,nt-2330,,,
what is the name of the only reservoir in the kannur district?,Valapattanam,csv/204-csv/851.csv,nt-2331,,,
who had the most points scored for the 191617 illinois fighting illini men's basketball team?,Ralf Woods,csv/204-csv/344.csv,nt-2332,,,
name only the stations that have connections to other lines.,Okayama|Sōja,csv/203-csv/273.csv,nt-2333,,,
how many times has the position of 1st been achieved?,12,csv/204-csv/760.csv,nt-2334,,,
which collection was above the big ride?,Highland Laddie,csv/203-csv/570.csv,nt-2335,,,
how many sliver medal does bermuda has,4,csv/204-csv/800.csv,nt-2336,,,
what was the most years a show lasted?,4,csv/203-csv/485.csv,nt-2337,,,
"besides merthyr town, which other team had the highest number of capacity?",Paulton Rovers,csv/204-csv/750.csv,nt-2338,,,
how long was the locomotive type ds4-4-750 in service with the railroad?,21 years,csv/204-csv/77.csv,nt-2339,,,
what was the name of the first love story this director made?,Beladingala Baale,csv/204-csv/667.csv,nt-2340,,,
how many countries have at least one gold medal?,3,csv/203-csv/608.csv,nt-2341,,,
what is the difference in number between the total number of gold medals and the total number of bronze medals?,9,csv/204-csv/248.csv,nt-2342,,,
how many polls did dart win?,1,csv/204-csv/0.csv,nt-2343,,,
which ships are class arktika but are not operational?,Arktika|Sibir,csv/203-csv/193.csv,nt-2344,,,
what sport did louis challiot win the same medal as paul chocque in?,Cycling,csv/204-csv/884.csv,nt-2345,,,
other than daubin who else was as mayor for same time period of 7 years,Robert Villenave,csv/203-csv/372.csv,nt-2346,,,
"what are the total amount of mountains located in ruma, bandarban?",5,csv/203-csv/808.csv,nt-2347,,,
how many racers did not use an aprilia or a honda?,9,csv/204-csv/214.csv,nt-2348,,,
was zacarias hugo above or below 18 years of age when he was attacked?,below,csv/204-csv/708.csv,nt-2349,,,
what tournament is listed next to april 15th?,Center Open,csv/204-csv/865.csv,nt-2350,,,
which king ruled the longest?,Zhaoxiang,csv/204-csv/125.csv,nt-2351,,,
how many total medals did colombia win?,17,csv/204-csv/922.csv,nt-2352,,,
how many parts where first released to the public in 2003?,3,csv/203-csv/679.csv,nt-2353,,,
which building has the most floors according to this chart?,Zions Bank Building,csv/204-csv/489.csv,nt-2354,,,
how many electorates does jatara have?,"145,555",csv/204-csv/255.csv,nt-2355,,,
which class has the least displacement in tonnes?,Malabar class,csv/203-csv/201.csv,nt-2356,,,
how many wins are there in total?,21,csv/204-csv/53.csv,nt-2357,,,
what was the last year the tv show lynch aired?,2013,csv/204-csv/871.csv,nt-2358,,,
which circuit has the lest amount of screens?,Georgia Theatre Company,csv/203-csv/752.csv,nt-2359,,,
tell me a competition that they placed no higher than 5th.,Olympic Games,csv/204-csv/622.csv,nt-2360,,,
what was the nebraska cornhuskers highest rank of 2007,14,csv/204-csv/294.csv,nt-2361,,,
who was the first player to play for the st louis cardinals?,Rogers Hornsby,csv/203-csv/697.csv,nt-2362,,,
what city has the most barangays?,Binangonan,csv/204-csv/987.csv,nt-2363,,,
which swimmer had the longest time?,Dalia Tórrez,csv/204-csv/886.csv,nt-2364,,,
how many clubs have more than -10pts?,5,csv/204-csv/923.csv,nt-2365,,,
who was the first producer that made the film sing*ularity?,Lorenda Starfelt,csv/204-csv/323.csv,nt-2366,,,
"how many television channels in nambour, queensland are in hd?",4,csv/203-csv/51.csv,nt-2367,,,
what is the number of times that miracle man has held the belt?,2,csv/204-csv/854.csv,nt-2368,,,
name one team that completed less than 160 laps.,Equipe Matra Sports,csv/203-csv/366.csv,nt-2369,,,
which was the only team to score 5 points in the 1st match?,Avanti Lebbeke,csv/204-csv/230.csv,nt-2370,,,
when was the first time the race was finished in under 10 seconds?,2004,csv/203-csv/524.csv,nt-2371,,,
how many consecutive fights did mocho cota win?,5,csv/204-csv/373.csv,nt-2372,,,
what number of drivers represented great britain?,4,csv/203-csv/804.csv,nt-2373,,,
how long was gina carano active in the sport?,3 years,csv/204-csv/386.csv,nt-2374,,,
which was the only team that the comets did not win a match against?,Bhopal Badshahs,csv/204-csv/334.csv,nt-2375,,,
what was the first year boston college won the championship?,1954,csv/203-csv/13.csv,nt-2376,,,
"how many were not part of ""the boys"" collected material?",3,csv/203-csv/570.csv,nt-2377,,,
after 1879 how many races are there?,5,csv/203-csv/584.csv,nt-2378,,,
which party had the most number of seats?,Democratic Party,csv/204-csv/690.csv,nt-2379,,,
what are the number of times super league appears under the top rugby league level column?,15,csv/204-csv/387.csv,nt-2380,,,
which circuit has the most sites?,Regal Entertainment Group,csv/203-csv/752.csv,nt-2381,,,
how many had at least 10 goals?,5,csv/203-csv/835.csv,nt-2382,,,
"other than switzerland, which other nation won a total of three bronze awards?",France,csv/204-csv/761.csv,nt-2383,,,
name firehouse's first single to get reach the top 10 of the us top 100?,Love of a Lifetime,csv/203-csv/723.csv,nt-2384,,,
how many seasons are listed?,3,csv/203-csv/269.csv,nt-2385,,,
first home opponent for the dolphins in the season,Baltimore Colts,csv/204-csv/9.csv,nt-2386,,,
"who got a larger number of votes, macneill or olsson?",Mark MacNeill,csv/204-csv/786.csv,nt-2387,,,
how many tracks were over five minutes?,8,csv/204-csv/932.csv,nt-2388,,,
"which year had less votes,1994 or 2009?",2009,csv/204-csv/72.csv,nt-2389,,,
how many clubs at most don't have leagues?,11,csv/204-csv/923.csv,nt-2390,,,
how many women were above the age of 45 when executed?,8,csv/204-csv/867.csv,nt-2391,,,
how many mayors of airan were in office for over a decade?,4,csv/201-csv/1.csv,nt-2392,,,
who finished on top of the apertura 2008 standings.,Tauro F.C.,csv/203-csv/171.csv,nt-2393,,,
how many medalists came from kenya?,3,csv/204-csv/90.csv,nt-2394,,,
how many teams score 19.000 or greater in the 5 hoops competition?,7,csv/204-csv/979.csv,nt-2395,,,
which tracks feature the same producer(s) in consecutive order on this album?,"I'm Good|""The Truth""",csv/204-csv/74.csv,nt-2396,,,
the club placed 19th before placing what place?,2nd,csv/204-csv/532.csv,nt-2397,,,
what is the total number of events?,160,csv/203-csv/505.csv,nt-2398,,,
"how many games had the attendance of at least 20,000?",7,csv/204-csv/691.csv,nt-2399,,,
how many years was finland listed as 001?,10,csv/204-csv/437.csv,nt-2400,,,
what was the average time for the americans?,4:19.41,csv/204-csv/902.csv,nt-2401,,,
how many more hungarians lived in the serbian banat region than romanians in 1910?,"35,319",csv/203-csv/163.csv,nt-2402,,,
how many films are in telugu?,2,csv/204-csv/647.csv,nt-2403,,,
how many times is executive producer listed as the role in this chart?,32,csv/203-csv/438.csv,nt-2404,,,
what is the difference in majority between hindmarsh and hinkler?,01.9,csv/204-csv/659.csv,nt-2405,,,
who received the lowest number of points?,Elena Alexandrova,csv/204-csv/291.csv,nt-2406,,,
what year did he score more goals than any other year?,1981,csv/203-csv/793.csv,nt-2407,,,
how many players are qbs?,11,csv/204-csv/389.csv,nt-2408,,,
which position between the quarterback and defensive end has the larger count?,Defensive end,csv/204-csv/70.csv,nt-2409,,,
how many teams competed for medals?,7,csv/204-csv/297.csv,nt-2410,,,
"which was a better season, 2006/07 or 2007/08?",2006/07,csv/204-csv/717.csv,nt-2411,,,
has cochet raced for gd racing and renault?,Yes,csv/203-csv/198.csv,nt-2412,,,
how many times did the competitor finish first in the javelin throw?,1,csv/204-csv/813.csv,nt-2413,,,
which role is the most common from all the titles?,Salesman,csv/201-csv/21.csv,nt-2414,,,
did we score more in the plymouth argyle game or in the reading game?,Reading,csv/204-csv/318.csv,nt-2415,,,
television movie to openly discuss aids.,An Early Frost,csv/203-csv/293.csv,nt-2416,,,
who was the opponent in the last game played?,Albany Conquest,csv/204-csv/644.csv,nt-2417,,,
what are some songs that are not produced by e-swift?,"Turn Tha Party Out|""Mary Jane""",csv/204-csv/101.csv,nt-2418,,,
which single ranks 1 in us and 1 in us alt?,Butterfly,csv/201-csv/48.csv,nt-2419,,,
how long is his longest gap between awards nominations?,6 years,csv/203-csv/643.csv,nt-2420,,,
which artist was first in point after nunzio gallo?,Patricia Bredin,csv/203-csv/252.csv,nt-2421,,,
name a horse that placed after hello and was owned by more than one person.,Celtic Warrior,csv/204-csv/13.csv,nt-2422,,,
what is the difference of points in the game between birmingham city and wrexham?,2,csv/203-csv/184.csv,nt-2423,,,
who is the shortest player on this team?,Michael Baumer,csv/204-csv/847.csv,nt-2424,,,
how many players were drafted?,15,csv/203-csv/455.csv,nt-2425,,,
how many countries appear more than once on the chart?,2,csv/204-csv/199.csv,nt-2426,,,
what movie was the highest grossing film the most consecutive weekends?,The Dark Knight,csv/203-csv/180.csv,nt-2427,,,
who was the first athlete to be faster than 12.3?,Sally Pearson,csv/203-csv/211.csv,nt-2428,,,
which team had the top transfer come in?,Ajax,csv/203-csv/440.csv,nt-2429,,,
gresik hosted in 2010. who hosted the previous year?,Nakhon Pathom,csv/204-csv/474.csv,nt-2430,,,
what is the total number of regions?,299,csv/204-csv/646.csv,nt-2431,,,
how many teams are named after birds?,2,csv/204-csv/624.csv,nt-2432,,,
which rider who was not from the united kingdom had the least final points?,Eric Chitty,csv/203-csv/439.csv,nt-2433,,,
which rider names canada as his/her hometown?,Rodney Fee,csv/203-csv/244.csv,nt-2434,,,
what was the average amount of missions that were successful?,4,csv/204-csv/633.csv,nt-2435,,,
what was the last episode with two people sent home?,Vegas or Bust,csv/204-csv/945.csv,nt-2436,,,
in what year did laurens vault higher than in 2006?,2001,csv/204-csv/759.csv,nt-2437,,,
what was the most consecutive regular season 1st place finishes?,4,csv/203-csv/521.csv,nt-2438,,,
what is the difference between the average for episode 1 and the average for episode 13?,.14,csv/204-csv/958.csv,nt-2439,,,
james stephens won in 1976-76. who won three years before that?,St. Rynagh's,csv/204-csv/470.csv,nt-2440,,,
name a year in which there was not an election.,1952,csv/203-csv/398.csv,nt-2441,,,
how many albums are performed by martin carthy or ewan maccoll?,4,csv/204-csv/268.csv,nt-2442,,,
what is the difference in the crowd population on april 22 and april 29?,"14,250",csv/203-csv/536.csv,nt-2443,,,
"at the 2006 gran premio telmex, who scored the highest number of points?",Sébastien Bourdais,csv/204-csv/496.csv,nt-2444,,,
which producers produced the majority of songs on this record?,I.N.F.O. & NOVA,csv/204-csv/74.csv,nt-2445,,,
"notorious b.i.g. released their album ""total"" in what year?",1995,csv/203-csv/11.csv,nt-2446,,,
which plant is listed first?,St. Louis Assembly,csv/204-csv/614.csv,nt-2447,,,
how many games were not played at madison square garden?,1,csv/203-csv/177.csv,nt-2448,,,
what is the average time of the medal winners?,8:18.78,csv/204-csv/849.csv,nt-2449,,,
"name the film from 2008 under the publisher dc comics that grossed over $10,000,000 and was distributed by lionsgate.",The Spirit,csv/203-csv/79.csv,nt-2450,,,
what was the number of gold medals won by vietnam during the 2013 competition?,3,csv/204-csv/248.csv,nt-2451,,,
what is the number of communities established after 1900?,4,csv/204-csv/251.csv,nt-2452,,,
what was the uci rating of the last race of the tour?,1.2,csv/204-csv/409.csv,nt-2453,,,
what category does the westland lynx 800 g-l ynx fall under?,Helicopter,csv/203-csv/688.csv,nt-2454,,,
how many players did not score a goal in cup play?,10,csv/204-csv/784.csv,nt-2455,,,
what year had the most titles released?,1998,csv/203-csv/607.csv,nt-2456,,,
how many more adherents does constantinople have compared to jerusalem?,4500000,csv/204-csv/284.csv,nt-2457,,,
how many consecutive girls were born?,5,csv/204-csv/769.csv,nt-2458,,,
what was the next team to score two points after aylesbury united?,Farnborough Town,csv/204-csv/146.csv,nt-2459,,,
on what date did gideon brand van zyl begin his term?,1 January 1946,csv/203-csv/89.csv,nt-2460,,,
list each pair of swaras that share the same position.,Chatushruti Rishabha|Shuddha Gandhara|Shatshruti Rishabha|Sadharana Gandhara|Chatushruti Dhaivata|Shuddha Nishada|Shatshruti Dhaivata|Kaisiki Nishada,csv/203-csv/352.csv,nt-2461,,,
what was the earliest winner?,Che Fu,csv/204-csv/655.csv,nt-2462,,,
which district has the earliest date that a successor was seated?,Louisiana's 8th,csv/203-csv/400.csv,nt-2463,,,
which beetle had the largest amount released?,Onthophagus gazella Fabricius,csv/204-csv/869.csv,nt-2464,,,
how many times was andorra the opponent?,2,csv/204-csv/282.csv,nt-2465,,,
how many combined performances have the top three longest running broadway shows had?,25585,csv/204-csv/592.csv,nt-2466,,,
what is the number of laps dan clarke completed?,7,csv/204-csv/496.csv,nt-2467,,,
"which was delivered earlier, uss lawrence or uss macdonough?",USS Lawrence (DD-8),csv/204-csv/781.csv,nt-2468,,,
how many countries have earned over a hundred medals in total?,4,csv/203-csv/612.csv,nt-2469,,,
what number of the athletes are from spain?,3,csv/204-csv/893.csv,nt-2470,,,
the rtp/avp audio and video payload types include an audio type called qcelp and its frame size is how many ms?,20,csv/203-csv/292.csv,nt-2471,,,
"as of october 25, 2005, what percentage of voters were unaffiliated?",49.90%,csv/200-csv/35.csv,nt-2472,,,
how many games were played in the season?,22,csv/204-csv/746.csv,nt-2473,,,
who was the last coach to only have 1 loss?,Ed Sabre,csv/204-csv/469.csv,nt-2474,,,
how many 1 seeds are there?,4,csv/203-csv/200.csv,nt-2475,,,
how many feet separate the 7th and 8th ranked highest peaks?,20,csv/203-csv/808.csv,nt-2476,,,
which versions of cello have the same development cycle as 0.1?,0.2|0.3|0.4|0.5|0.6|0.8|0.9,csv/203-csv/743.csv,nt-2477,,,
who did the broncos play against during the last game of the season?,Arizona Cardinals,csv/203-csv/730.csv,nt-2478,,,
what was the difference between the two teams' scores in the 2006 ohio state vs. army game?,36,csv/203-csv/177.csv,nt-2479,,,
what is the number of desktop processors released in the year 1990?,6,csv/203-csv/136.csv,nt-2480,,,
how many novelists are listed?,1,csv/203-csv/449.csv,nt-2481,,,
how many presidents use initials?,3,csv/204-csv/488.csv,nt-2482,,,
how many teams did the comets win 2 matches against?,3,csv/204-csv/334.csv,nt-2483,,,
who came in after marco andretti?,Danica Patrick,csv/204-csv/175.csv,nt-2484,,,
what is the total number of liatongus militaris castelanu released?,"70,450",csv/204-csv/869.csv,nt-2485,,,
how many publications with atari as a topic folded in consecutive years?,0,csv/203-csv/241.csv,nt-2486,,,
swoggle and pick two are under what category?,Word,csv/204-csv/675.csv,nt-2487,,,
how many placed in the t4 category?,3,csv/203-csv/230.csv,nt-2488,,,
who was the top scorer from puerto rico during the nasl?,Héctor Ramos,csv/204-csv/618.csv,nt-2489,,,
what nation was next to great britain in total medal count?,Spain,csv/203-csv/175.csv,nt-2490,,,
at most 8 were scored on what date,17 December 2007,csv/203-csv/24.csv,nt-2491,,,
"besides heroes, which 1977 film also featured sally field?",Smokey and the Bandit,csv/202-csv/244.csv,nt-2492,,,
which runners ran above 95.4?,Silvia Sperber (FRG)|Vesela Letcheva (BUL)|Katja Klepp (GDR)|Sharon Bowes (CAN),csv/204-csv/296.csv,nt-2493,,,
what is the total number of boxing metals earned by the top 4 countries at the 1960 olympics?,23,csv/203-csv/496.csv,nt-2494,,,
which is the only pillow pal without a listed animal type?,Chewy,csv/204-csv/111.csv,nt-2495,,,
how many games did this team win this season?,8,csv/204-csv/755.csv,nt-2496,,,
what are the total number of distinct countries?,4,csv/203-csv/230.csv,nt-2497,,,
"who was the first place finisher at the december 2, 2005 games in lake louise?",Elena Fanchini,csv/204-csv/730.csv,nt-2498,,,
how many sites have both a biological and geological interest?,17 sites,csv/203-csv/207.csv,nt-2499,,,
was kiki jones picked before or after greg gohr?,Before,csv/203-csv/149.csv,nt-2500,,,
what year did christos folias take office?,2007,csv/204-csv/370.csv,nt-2501,,,
